ISO 693-3,Language Name,MMSTTS,ethnologuelink,Population Text,Population Estimate,lang_prefix,Total TTS,Variants,Online,Offline
kmm,Kom,,"<a href=""https://www.ethnologue.com/language/kmm"">Ethnologue</a>",10K to 1M,500000,kmm,0,0,0,0
kmn,Awtuw,,"<a href=""https://www.ethnologue.com/language/kmn"">Ethnologue</a>",Less than 10K,9900,kmn,0,0,0,0
kmo,Kwoma,,"<a href=""https://www.ethnologue.com/language/kmo"">Ethnologue</a>",Less than 10K,9900,kmo,0,0,0,0
kmp,Gimme,,"<a href=""https://www.ethnologue.com/language/kmp"">Ethnologue</a>",Less than 10K,9900,kmp,0,0,0,0
kmq,Gwama,,"<a href=""https://www.ethnologue.com/language/kmq"">Ethnologue</a>",10K to 1M,500000,kmq,0,0,0,0
kmr,"Kurdish, Northern","y (script: arabic, script: cyrillic, script: latin)","<a href=""https://www.ethnologue.com/language/kmr"">Ethnologue</a>",1M to 1B,500000000,kmr,3,3,0,3
kms,Kamasau,,"<a href=""https://www.ethnologue.com/language/kms"">Ethnologue</a>",Less than 10K,9900,kms,0,0,0,0
kmt,Kemtuik,,"<a href=""https://www.ethnologue.com/language/kmt"">Ethnologue</a>",Less than 10K,9900,kmt,0,0,0,0
kmu,Kanite,y,"<a href=""https://www.ethnologue.com/language/kmu"">Ethnologue</a>",Less than 10K,9900,kmu,1,1,0,1
kmw,Komo,,"<a href=""https://www.ethnologue.com/language/kmw"">Ethnologue</a>",10K to 1M,500000,kmw,0,0,0,0
kmy,Koma,,"<a href=""https://www.ethnologue.com/language/kmy"">Ethnologue</a>",10K to 1M,500000,kmy,0,0,0,0
kmz,Khorasani Turkish,,"<a href=""https://www.ethnologue.com/language/kmz"">Ethnologue</a>",1M to 1B,500000000,kmz,0,0,0,0
kna,Dera,,"<a href=""https://www.ethnologue.com/language/kna"">Ethnologue</a>",10K to 1M,500000,kna,0,0,0,0
knb,"Kalinga, Lubuagan",y,"<a href=""https://www.ethnologue.com/language/knb"">Ethnologue</a>",10K to 1M,500000,knb,1,1,0,1
knc,"Kanuri, Yerwa",,"<a href=""https://www.ethnologue.com/language/knc"">Ethnologue</a>",1M to 1B,500000000,knc,0,0,0,0
kne,Kankanaey,y,"<a href=""https://www.ethnologue.com/language/kne"">Ethnologue</a>",10K to 1M,500000,kne,1,1,0,1
knf,Mankanya,y,"<a href=""https://www.ethnologue.com/language/knf"">Ethnologue</a>",10K to 1M,500000,knf,1,1,0,1
kng,Koongo,,"<a href=""https://www.ethnologue.com/language/kng"">Ethnologue</a>",1M to 1B,500000000,kng,0,0,0,0
kni,Kanufi,,"<a href=""https://www.ethnologue.com/language/kni"">Ethnologue</a>",10K to 1M,500000,kni,0,0,0,0
knj,Akateko,y,"<a href=""https://www.ethnologue.com/language/knj"">Ethnologue</a>",10K to 1M,500000,knj,1,1,0,1
knk,Kuranko,y,"<a href=""https://www.ethnologue.com/language/knk"">Ethnologue</a>",10K to 1M,500000,knk,1,1,0,1
knl,Keninjal,,"<a href=""https://www.ethnologue.com/language/knl"">Ethnologue</a>",10K to 1M,500000,knl,0,0,0,0
knm,Kanamarí,,"<a href=""https://www.ethnologue.com/language/knm"">Ethnologue</a>",Less than 10K,9900,knm,0,0,0,0
knn,Konkani,,"<a href=""https://www.ethnologue.com/language/knn"">Ethnologue</a>",1M to 1B,500000000,knn,0,0,0,0
kno,Kono,y,"<a href=""https://www.ethnologue.com/language/kno"">Ethnologue</a>",10K to 1M,500000,kno,1,1,0,1
knp,Kwanja,,"<a href=""https://www.ethnologue.com/language/knp"">Ethnologue</a>",10K to 1M,500000,knp,0,0,0,0
knt,"Katukína, Panoan",,"<a href=""https://www.ethnologue.com/language/knt"">Ethnologue</a>",Less than 10K,9900,knt,0,0,0,0
knu,Kono,,"<a href=""https://www.ethnologue.com/language/knu"">Ethnologue</a>",10K to 1M,500000,knu,0,0,0,0
knv,Tabo,,"<a href=""https://www.ethnologue.com/language/knv"">Ethnologue</a>",Less than 10K,9900,knv,0,0,0,0
knw,Kung-Ekoka,,"<a href=""https://www.ethnologue.com/language/knw"">Ethnologue</a>",10K to 1M,500000,knw,0,0,0,0
knx,Kendayan,,"<a href=""https://www.ethnologue.com/language/knx"">Ethnologue</a>",10K to 1M,500000,knx,0,0,0,0
kny,Kanyok,,"<a href=""https://www.ethnologue.com/language/kny"">Ethnologue</a>",10K to 1M,500000,kny,0,0,0,0
knz,Kalamsé,,"<a href=""https://www.ethnologue.com/language/knz"">Ethnologue</a>",10K to 1M,500000,knz,0,0,0,0
kod,Kodi,,"<a href=""https://www.ethnologue.com/language/kod"">Ethnologue</a>",10K to 1M,500000,kod,0,0,0,0
koe,"Suri, Kacipo-Bale",,"<a href=""https://www.ethnologue.com/language/koe"">Ethnologue</a>",Less than 10K,9900,koe,0,0,0,0
kof,Kubi,,"<a href=""https://www.ethnologue.com/language/kof"">Ethnologue</a>",,,kof,0,0,0,0
kog,Kogi,y,"<a href=""https://www.ethnologue.com/language/kog"">Ethnologue</a>",10K to 1M,500000,kog,1,1,0,1
koh,Koyo,,"<a href=""https://www.ethnologue.com/language/koh"">Ethnologue</a>",Less than 10K,9900,koh,0,0,0,0
koi,Komi-Permyak,,"<a href=""https://www.ethnologue.com/language/koi"">Ethnologue</a>",10K to 1M,500000,koi,0,0,0,0
kol,Kol,,"<a href=""https://www.ethnologue.com/language/kol"">Ethnologue</a>",Less than 10K,9900,kol,0,0,0,0
kor,Korean,y,"<a href=""https://www.ethnologue.com/language/kor"">Ethnologue</a>",1M to 1B,500000000,ko,18,3,11,7
kos,Kosraean,,"<a href=""https://www.ethnologue.com/language/kos"">Ethnologue</a>",Less than 10K,9900,kos,0,0,0,0
kot,Lagwan,,"<a href=""https://www.ethnologue.com/language/kot"">Ethnologue</a>",10K to 1M,500000,kot,0,0,0,0
kow,Kugama,,"<a href=""https://www.ethnologue.com/language/kow"">Ethnologue</a>",Less than 10K,9900,kow,0,0,0,0
kpa,Kutto,,"<a href=""https://www.ethnologue.com/language/kpa"">Ethnologue</a>",Less than 10K,9900,kpa,0,0,0,0
kpb,"Kurumba, Mullu",,"<a href=""https://www.ethnologue.com/language/kpb"">Ethnologue</a>",10K to 1M,500000,kpb,0,0,0,0
kpc,Curripaco,,"<a href=""https://www.ethnologue.com/language/kpc"">Ethnologue</a>",10K to 1M,500000,kpc,0,0,0,0
kph,Kplang,,"<a href=""https://www.ethnologue.com/language/kph"">Ethnologue</a>",Less than 10K,9900,kph,0,0,0,0
kpj,Karajá,,"<a href=""https://www.ethnologue.com/language/kpj"">Ethnologue</a>",Less than 10K,9900,kpj,0,0,0,0
kpk,Kpan,,"<a href=""https://www.ethnologue.com/language/kpk"">Ethnologue</a>",10K to 1M,500000,kpk,0,0,0,0
kpl,Kpala,,"<a href=""https://www.ethnologue.com/language/kpl"">Ethnologue</a>",Less than 10K,9900,kpl,0,0,0,0
kpm,Koho,,"<a href=""https://www.ethnologue.com/language/kpm"">Ethnologue</a>",10K to 1M,500000,kpm,0,0,0,0
kpo,Ikposo,,"<a href=""https://www.ethnologue.com/language/kpo"">Ethnologue</a>",10K to 1M,500000,kpo,0,0,0,0
kpq,Korupun-Sela,y,"<a href=""https://www.ethnologue.com/language/kpq"">Ethnologue</a>",Less than 10K,9900,kpq,1,1,0,1
kpr,Korafe-Yegha,,"<a href=""https://www.ethnologue.com/language/kpr"">Ethnologue</a>",Less than 10K,9900,kpr,0,0,0,0
kps,Tehit,y,"<a href=""https://www.ethnologue.com/language/kps"">Ethnologue</a>",10K to 1M,500000,kps,1,1,0,1
kpv,Komi-Zyrian,y,"<a href=""https://www.ethnologue.com/language/kpv"">Ethnologue</a>",10K to 1M,500000,kpv,1,1,0,1
kpw,Kobon,,"<a href=""https://www.ethnologue.com/language/kpw"">Ethnologue</a>",10K to 1M,500000,kpw,0,0,0,0
kpx,"Koiali, Mountain",,"<a href=""https://www.ethnologue.com/language/kpx"">Ethnologue</a>",Less than 10K,9900,kpx,0,0,0,0
kpy,Koryak,y,"<a href=""https://www.ethnologue.com/language/kpy"">Ethnologue</a>",Less than 10K,9900,kpy,1,1,0,1
kpz,Kupsapiiny,y,"<a href=""https://www.ethnologue.com/language/kpz"">Ethnologue</a>",10K to 1M,500000,kpz,1,1,0,1
kqa,Mum,,"<a href=""https://www.ethnologue.com/language/kqa"">Ethnologue</a>",Less than 10K,9900,kqa,0,0,0,0
kqb,Kovai,,"<a href=""https://www.ethnologue.com/language/kqb"">Ethnologue</a>",Less than 10K,9900,kqb,0,0,0,0
kqe,Kalagan,y,"<a href=""https://www.ethnologue.com/language/kqe"">Ethnologue</a>",10K to 1M,500000,kqe,1,1,0,1
kqf,Kakabai,,"<a href=""https://www.ethnologue.com/language/kqf"">Ethnologue</a>",Less than 10K,9900,kqf,0,0,0,0
kqi,Koita,,"<a href=""https://www.ethnologue.com/language/kqi"">Ethnologue</a>",Less than 10K,9900,kqi,0,0,0,0
kqj,Koromira,,"<a href=""https://www.ethnologue.com/language/kqj"">Ethnologue</a>",Less than 10K,9900,kqj,0,0,0,0
kqk,"Gbe, Kotafon",,"<a href=""https://www.ethnologue.com/language/kqk"">Ethnologue</a>",10K to 1M,500000,kqk,0,0,0,0
kql,Kyenele,,"<a href=""https://www.ethnologue.com/language/kql"">Ethnologue</a>",Less than 10K,9900,kql,0,0,0,0
kqm,Khisa,,"<a href=""https://www.ethnologue.com/language/kqm"">Ethnologue</a>",Less than 10K,9900,kqm,0,0,0,0
kqn,Kaonde,,"<a href=""https://www.ethnologue.com/language/kqn"">Ethnologue</a>",10K to 1M,500000,kqn,0,0,0,0
kqo,"Krahn, Eastern",,"<a href=""https://www.ethnologue.com/language/kqo"">Ethnologue</a>",10K to 1M,500000,kqo,0,0,0,0
kqp,Kimré,y,"<a href=""https://www.ethnologue.com/language/kqp"">Ethnologue</a>",10K to 1M,500000,kqp,1,1,0,1
kqr,Kimaragang,y,"<a href=""https://www.ethnologue.com/language/kqr"">Ethnologue</a>",10K to 1M,500000,kqr,1,1,0,1
kqs,"Kissi, Northern",,"<a href=""https://www.ethnologue.com/language/kqs"">Ethnologue</a>",10K to 1M,500000,kqs,0,0,0,0
kqw,Kandas,,"<a href=""https://www.ethnologue.com/language/kqw"">Ethnologue</a>",Less than 10K,9900,kqw,0,0,0,0
kqy,Koorete,y,"<a href=""https://www.ethnologue.com/language/kqy"">Ethnologue</a>",10K to 1M,500000,kqy,1,1,0,1
kra,Kumal,,"<a href=""https://www.ethnologue.com/language/kra"">Ethnologue</a>",10K to 1M,500000,kra,0,0,0,0
krc,Karachay-Balkar,y,"<a href=""https://www.ethnologue.com/language/krc"">Ethnologue</a>",10K to 1M,500000,krc,1,1,0,1
krf,Koro,,"<a href=""https://www.ethnologue.com/language/krf"">Ethnologue</a>",Less than 10K,9900,krf,0,0,0,0
krh,Kurama,,"<a href=""https://www.ethnologue.com/language/krh"">Ethnologue</a>",10K to 1M,500000,krh,0,0,0,0
kri,Krio,y,"<a href=""https://www.ethnologue.com/language/kri"">Ethnologue</a>",1M to 1B,500000000,kri,1,1,0,1
krj,Kinaray-a,y,"<a href=""https://www.ethnologue.com/language/krj"">Ethnologue</a>",10K to 1M,500000,krj,1,1,0,1
krl,Karelian,y,"<a href=""https://www.ethnologue.com/language/krl"">Ethnologue</a>",10K to 1M,500000,krl,1,1,0,1
krn,Sapo,,"<a href=""https://www.ethnologue.com/language/krn"">Ethnologue</a>",10K to 1M,500000,krn,0,0,0,0
krr,Krung,y,"<a href=""https://www.ethnologue.com/language/krr"">Ethnologue</a>",10K to 1M,500000,krr,1,1,0,1
krs,Gbaya,y,"<a href=""https://www.ethnologue.com/language/krs"">Ethnologue</a>",10K to 1M,500000,krs,1,1,0,1
kru,Kurux,y,"<a href=""https://www.ethnologue.com/language/kru"">Ethnologue</a>",1M to 1B,500000000,kru,1,1,0,1
krv,Kavet,,"<a href=""https://www.ethnologue.com/language/krv"">Ethnologue</a>",Less than 10K,9900,krv,0,0,0,0
krw,"Krahn, Western",,"<a href=""https://www.ethnologue.com/language/krw"">Ethnologue</a>",10K to 1M,500000,krw,0,0,0,0
krx,Karon,,"<a href=""https://www.ethnologue.com/language/krx"">Ethnologue</a>",10K to 1M,500000,krx,0,0,0,0
ksa,Shuwa-Zamani,,"<a href=""https://www.ethnologue.com/language/ksa"">Ethnologue</a>",Not Found,,ksa,0,0,0,0
ksb,Shambala,y,"<a href=""https://www.ethnologue.com/language/ksb"">Ethnologue</a>",10K to 1M,500000,ksb,1,1,0,1
ksd,Kuanua,,"<a href=""https://www.ethnologue.com/language/ksd"">Ethnologue</a>",10K to 1M,500000,ksd,0,0,0,0
ksf,Bafia,,"<a href=""https://www.ethnologue.com/language/ksf"">Ethnologue</a>",10K to 1M,500000,ksf,0,0,0,0
ksg,Kusaghe,,"<a href=""https://www.ethnologue.com/language/ksg"">Ethnologue</a>",Less than 10K,9900,ksg,0,0,0,0
ksj,Uare,,"<a href=""https://www.ethnologue.com/language/ksj"">Ethnologue</a>",Less than 10K,9900,ksj,0,0,0,0
ksm,Kumba,,"<a href=""https://www.ethnologue.com/language/ksm"">Ethnologue</a>",Less than 10K,9900,ksm,0,0,0,0
ksn,Kasiguranin,,"<a href=""https://www.ethnologue.com/language/ksn"">Ethnologue</a>",10K to 1M,500000,ksn,0,0,0,0
ksp,Kabba,,"<a href=""https://www.ethnologue.com/language/ksp"">Ethnologue</a>",10K to 1M,500000,ksp,0,0,0,0
ksr,Borong,y,"<a href=""https://www.ethnologue.com/language/ksr"">Ethnologue</a>",Less than 10K,9900,ksr,1,1,0,1
kss,"Kisi, Southern",y,"<a href=""https://www.ethnologue.com/language/kss"">Ethnologue</a>",10K to 1M,500000,kss,1,1,0,1
kst,Winyé,,"<a href=""https://www.ethnologue.com/language/kst"">Ethnologue</a>",10K to 1M,500000,kst,0,0,0,0
ksu,Khamyang,,"<a href=""https://www.ethnologue.com/language/ksu"">Ethnologue</a>",,,ksu,0,0,0,0
ksv,Kusu,,"<a href=""https://www.ethnologue.com/language/ksv"">Ethnologue</a>",10K to 1M,500000,ksv,0,0,0,0
ksw,"Karen, S’gaw",,"<a href=""https://www.ethnologue.com/language/ksw"">Ethnologue</a>",1M to 1B,500000000,ksw,0,0,0,0
ksz,Kodaku,,"<a href=""https://www.ethnologue.com/language/ksz"">Ethnologue</a>",10K to 1M,500000,ksz,0,0,0,0
ktb,Kambaata,y,"<a href=""https://www.ethnologue.com/language/ktb"">Ethnologue</a>",10K to 1M,500000,ktb,1,1,0,1
ktc,Kholok,,"<a href=""https://www.ethnologue.com/language/ktc"">Ethnologue</a>",Less than 10K,9900,ktc,0,0,0,0
ktf,Kwami,,"<a href=""https://www.ethnologue.com/language/ktf"">Ethnologue</a>",Less than 10K,9900,ktf,0,0,0,0
ktj,"Krumen, Plapo",y,"<a href=""https://www.ethnologue.com/language/ktj"">Ethnologue</a>",Less than 10K,9900,ktj,1,1,0,1
ktm,Kurti,,"<a href=""https://www.ethnologue.com/language/ktm"">Ethnologue</a>",Less than 10K,9900,ktm,0,0,0,0
ktn,Karitiâna,,"<a href=""https://www.ethnologue.com/language/ktn"">Ethnologue</a>",Less than 10K,9900,ktn,0,0,0,0
ktp,Kaduo,,"<a href=""https://www.ethnologue.com/language/ktp"">Ethnologue</a>",10K to 1M,500000,ktp,0,0,0,0
ktu,Kituba,,"<a href=""https://www.ethnologue.com/language/ktu"">Ethnologue</a>",1M to 1B,500000000,ktu,0,0,0,0
ktv,"Katu, Eastern",,"<a href=""https://www.ethnologue.com/language/ktv"">Ethnologue</a>",10K to 1M,500000,ktv,0,0,0,0
kty,Kango,,"<a href=""https://www.ethnologue.com/language/kty"">Ethnologue</a>",Less than 10K,9900,kty,0,0,0,0
ktz,Juǀ’hoansi,,"<a href=""https://www.ethnologue.com/language/ktz"">Ethnologue</a>",10K to 1M,500000,ktz,0,0,0,0
kua,Oshiwambo,,"<a href=""https://www.ethnologue.com/language/kua"">Ethnologue</a>",1M to 1B,500000000,kj,4,4,0,4
kub,Kutep,y,"<a href=""https://www.ethnologue.com/language/kub"">Ethnologue</a>",10K to 1M,500000,kub,1,1,0,1
kud,’Auhelawa,,"<a href=""https://www.ethnologue.com/language/kud"">Ethnologue</a>",Less than 10K,9900,kud,0,0,0,0
kue,Kuman,y,"<a href=""https://www.ethnologue.com/language/kue"">Ethnologue</a>",10K to 1M,500000,kue,1,1,0,1
kuh,Kushi,,"<a href=""https://www.ethnologue.com/language/kuh"">Ethnologue</a>",10K to 1M,500000,kuh,0,0,0,0
kui,Kuikúro-Kalapálo,,"<a href=""https://www.ethnologue.com/language/kui"">Ethnologue</a>",Less than 10K,9900,kui,0,0,0,0
kuj,Kuria,,"<a href=""https://www.ethnologue.com/language/kuj"">Ethnologue</a>",10K to 1M,500000,kuj,0,0,0,0
kul,Kulere,,"<a href=""https://www.ethnologue.com/language/kul"">Ethnologue</a>",10K to 1M,500000,kul,0,0,0,0
kum,Kumyk,y,"<a href=""https://www.ethnologue.com/language/kum"">Ethnologue</a>",10K to 1M,500000,kum,1,1,0,1
kun,Kunama,,"<a href=""https://www.ethnologue.com/language/kun"">Ethnologue</a>",10K to 1M,500000,kun,0,0,0,0
kup,Kunimaipa,,"<a href=""https://www.ethnologue.com/language/kup"">Ethnologue</a>",Less than 10K,9900,kup,0,0,0,0
kus,Kusaal,y,"<a href=""https://www.ethnologue.com/language/kus"">Ethnologue</a>",10K to 1M,500000,kus,1,1,0,1
kuy,Kuuku-Ya’u,,"<a href=""https://www.ethnologue.com/language/kuy"">Ethnologue</a>",,,kuy,0,0,0,0
kvb,Kubu,,"<a href=""https://www.ethnologue.com/language/kvb"">Ethnologue</a>",Less than 10K,9900,kvb,0,0,0,0
kvd,Kui,,"<a href=""https://www.ethnologue.com/language/kvd"">Ethnologue</a>",Less than 10K,9900,kvd,0,0,0,0
kvf,Kabalai,,"<a href=""https://www.ethnologue.com/language/kvf"">Ethnologue</a>",10K to 1M,500000,kvf,0,0,0,0
kvg,Kuni-Boazi,,"<a href=""https://www.ethnologue.com/language/kvg"">Ethnologue</a>",Less than 10K,9900,kvg,0,0,0,0
kvi,Kwang,,"<a href=""https://www.ethnologue.com/language/kvi"">Ethnologue</a>",10K to 1M,500000,kvi,0,0,0,0
kvj,Psikye,,"<a href=""https://www.ethnologue.com/language/kvj"">Ethnologue</a>",10K to 1M,500000,kvj,0,0,0,0
kvl,Kayaw,,"<a href=""https://www.ethnologue.com/language/kvl"">Ethnologue</a>",10K to 1M,500000,kvl,0,0,0,0
kvm,Kendem,,"<a href=""https://www.ethnologue.com/language/kvm"">Ethnologue</a>",Less than 10K,9900,kvm,0,0,0,0
kvn,"Kuna, Border",y,"<a href=""https://www.ethnologue.com/language/kvn"">Ethnologue</a>",Less than 10K,9900,kvn,1,1,0,1
kvo,Dobel,,"<a href=""https://www.ethnologue.com/language/kvo"">Ethnologue</a>",Less than 10K,9900,kvo,0,0,0,0
kvq,"Karen, Geba",,"<a href=""https://www.ethnologue.com/language/kvq"">Ethnologue</a>",10K to 1M,500000,kvq,0,0,0,0
kvr,Kerinci,,"<a href=""https://www.ethnologue.com/language/kvr"">Ethnologue</a>",10K to 1M,500000,kvr,0,0,0,0
kvt,Lahta,,"<a href=""https://www.ethnologue.com/language/kvt"">Ethnologue</a>",10K to 1M,500000,kvt,0,0,0,0
kvu,Yinbaw,,"<a href=""https://www.ethnologue.com/language/kvu"">Ethnologue</a>",Less than 10K,9900,kvu,0,0,0,0
kvv,Kola,,"<a href=""https://www.ethnologue.com/language/kvv"">Ethnologue</a>",Less than 10K,9900,kvv,0,0,0,0
kvw,Wersing,y,"<a href=""https://www.ethnologue.com/language/kvw"">Ethnologue</a>",Less than 10K,9900,kvw,1,1,0,1
kvx,"Koli, Parkari",,"<a href=""https://www.ethnologue.com/language/kvx"">Ethnologue</a>",10K to 1M,500000,kvx,0,0,0,0
kvy,Yintale,,"<a href=""https://www.ethnologue.com/language/kvy"">Ethnologue</a>",Less than 10K,9900,kvy,0,0,0,0
kwa,Dâw,,"<a href=""https://www.ethnologue.com/language/kwa"">Ethnologue</a>",Less than 10K,9900,kwa,0,0,0,0
kwb,Kwa,,"<a href=""https://www.ethnologue.com/language/kwb"">Ethnologue</a>",Less than 10K,9900,kwb,0,0,0,0
kwc,Likwala,,"<a href=""https://www.ethnologue.com/language/kwc"">Ethnologue</a>",10K to 1M,500000,kwc,0,0,0,0
kwd,Kwaio,y,"<a href=""https://www.ethnologue.com/language/kwd"">Ethnologue</a>",10K to 1M,500000,kwd,1,1,0,1
kwe,Kwerba,,"<a href=""https://www.ethnologue.com/language/kwe"">Ethnologue</a>",Less than 10K,9900,kwe,0,0,0,0
kwf,Kwara’ae,y,"<a href=""https://www.ethnologue.com/language/kwf"">Ethnologue</a>",10K to 1M,500000,kwf,1,1,0,1
kwi,Awa-Cuaiquer,y,"<a href=""https://www.ethnologue.com/language/kwi"">Ethnologue</a>",10K to 1M,500000,kwi,1,1,0,1
kwj,Kwanga,,"<a href=""https://www.ethnologue.com/language/kwj"">Ethnologue</a>",10K to 1M,500000,kwj,0,0,0,0
kwk,Kwakwala,,"<a href=""https://www.ethnologue.com/language/kwk"">Ethnologue</a>",Less than 10K,9900,kwk,0,0,0,0
kwl,Kofyar,,"<a href=""https://www.ethnologue.com/language/kwl"">Ethnologue</a>",10K to 1M,500000,kwl,0,0,0,0
kwn,Kwangali,,"<a href=""https://www.ethnologue.com/language/kwn"">Ethnologue</a>",10K to 1M,500000,kwn,0,0,0,0
kwo,Kwomtari,,"<a href=""https://www.ethnologue.com/language/kwo"">Ethnologue</a>",Less than 10K,9900,kwo,0,0,0,0
kwt,Kwesten,,"<a href=""https://www.ethnologue.com/language/kwt"">Ethnologue</a>",Less than 10K,9900,kwt,0,0,0,0
kwu,Kwakum,,"<a href=""https://www.ethnologue.com/language/kwu"">Ethnologue</a>",10K to 1M,500000,kwu,0,0,0,0
kwv,"Kaba Naa, Sara",,"<a href=""https://www.ethnologue.com/language/kwv"">Ethnologue</a>",10K to 1M,500000,kwv,0,0,0,0
kwx,Khirwar,,"<a href=""https://www.ethnologue.com/language/kwx"">Ethnologue</a>",10K to 1M,500000,kwx,0,0,0,0
kxb,Krobu,,"<a href=""https://www.ethnologue.com/language/kxb"">Ethnologue</a>",10K to 1M,500000,kxb,0,0,0,0
kxc,Konso,y,"<a href=""https://www.ethnologue.com/language/kxc"">Ethnologue</a>",10K to 1M,500000,kxc,1,1,0,1
kxf,Kawyaw,y,"<a href=""https://www.ethnologue.com/language/kxf"">Ethnologue</a>",10K to 1M,500000,kxf,1,1,0,1
kxh,Karo,,"<a href=""https://www.ethnologue.com/language/kxh"">Ethnologue</a>",Less than 10K,9900,kxh,0,0,0,0
kxj,Kulfa,,"<a href=""https://www.ethnologue.com/language/kxj"">Ethnologue</a>",Less than 10K,9900,kxj,0,0,0,0
kxm,"Khmer, Northern",y,"<a href=""https://www.ethnologue.com/language/kxm"">Ethnologue</a>",1M to 1B,500000000,kxm,1,1,0,1
kxn,"Melanau, Kanowit-Tanjong",,"<a href=""https://www.ethnologue.com/language/kxn"">Ethnologue</a>",Less than 10K,9900,kxn,0,0,0,0
kxp,"Koli, Wadiyari",,"<a href=""https://www.ethnologue.com/language/kxp"">Ethnologue</a>",10K to 1M,500000,kxp,0,0,0,0
kxv,Kuvi,y,"<a href=""https://www.ethnologue.com/language/kxv"">Ethnologue</a>",10K to 1M,500000,kxv,1,1,0,1
kxw,Konai,,"<a href=""https://www.ethnologue.com/language/kxw"">Ethnologue</a>",Less than 10K,9900,kxw,0,0,0,0
kxx,Likuba,,"<a href=""https://www.ethnologue.com/language/kxx"">Ethnologue</a>",10K to 1M,500000,kxx,0,0,0,0
kxz,Kerewo,,"<a href=""https://www.ethnologue.com/language/kxz"">Ethnologue</a>",Less than 10K,9900,kxz,0,0,0,0
kyb,"Kalinga, Butbut",y,"<a href=""https://www.ethnologue.com/language/kyb"">Ethnologue</a>",10K to 1M,500000,kyb,1,1,0,1
kyc,Kyaka,y,"<a href=""https://www.ethnologue.com/language/kyc"">Ethnologue</a>",10K to 1M,500000,kyc,1,1,0,1
kyf,Kouya,y,"<a href=""https://www.ethnologue.com/language/kyf"">Ethnologue</a>",10K to 1M,500000,kyf,1,1,0,1
kyg,Keyagana,y,"<a href=""https://www.ethnologue.com/language/kyg"">Ethnologue</a>",10K to 1M,500000,kyg,1,1,0,1
kyh,Karok,,"<a href=""https://www.ethnologue.com/language/kyh"">Ethnologue</a>",,,kyh,0,0,0,0
kyk,Kamayo,,"<a href=""https://www.ethnologue.com/language/kyk"">Ethnologue</a>",10K to 1M,500000,kyk,0,0,0,0
kyo,Klon,y,"<a href=""https://www.ethnologue.com/language/kyo"">Ethnologue</a>",Less than 10K,9900,kyo,1,1,0,1
kyq,Kenga,y,"<a href=""https://www.ethnologue.com/language/kyq"">Ethnologue</a>",10K to 1M,500000,kyq,1,1,0,1
kys,"Kayan, Baram",,"<a href=""https://www.ethnologue.com/language/kys"">Ethnologue</a>",Less than 10K,9900,kys,0,0,0,0
kyu,"Kayah, Western",y,"<a href=""https://www.ethnologue.com/language/kyu"">Ethnologue</a>",10K to 1M,500000,kyu,1,1,0,1
kyv,Kewat,,"<a href=""https://www.ethnologue.com/language/kyv"">Ethnologue</a>",Less than 10K,9900,kyv,0,0,0,0
kyy,Asa’a,,"<a href=""https://www.ethnologue.com/language/kyy"">Ethnologue</a>",,,kyy,0,0,0,0
kyz,Kayabí,y,"<a href=""https://www.ethnologue.com/language/kyz"">Ethnologue</a>",Less than 10K,9900,kyz,1,1,0,1
kza,"Karaboro, Western",,"<a href=""https://www.ethnologue.com/language/kza"">Ethnologue</a>",10K to 1M,500000,kza,0,0,0,0
kzc,"Kulango, Bondoukou",,"<a href=""https://www.ethnologue.com/language/kzc"">Ethnologue</a>",10K to 1M,500000,kzc,0,0,0,0
kzf,"Kaili, Da’a",y,"<a href=""https://www.ethnologue.com/language/kzf"">Ethnologue</a>",10K to 1M,500000,kzf,1,1,0,1
kzi,Kelabit,,"<a href=""https://www.ethnologue.com/language/kzi"">Ethnologue</a>",Less than 10K,9900,kzi,0,0,0,0
kzm,Kais,,"<a href=""https://www.ethnologue.com/language/kzm"">Ethnologue</a>",Less than 10K,9900,kzm,0,0,0,0
kzq,Kaike,,"<a href=""https://www.ethnologue.com/language/kzq"">Ethnologue</a>",Less than 10K,9900,kzq,0,0,0,0
kzr,Karang,,"<a href=""https://www.ethnologue.com/language/kzr"">Ethnologue</a>",10K to 1M,500000,kzr,0,0,0,0
kzs,Sugut Dusun,,"<a href=""https://www.ethnologue.com/language/kzs"">Ethnologue</a>",,,kzs,0,0,0,0
laa,"Subanen, Southern",,"<a href=""https://www.ethnologue.com/language/laa"">Ethnologue</a>",10K to 1M,500000,laa,0,0,0,0
lac,Lacandon,y,"<a href=""https://www.ethnologue.com/language/lac"">Ethnologue</a>",Less than 10K,9900,lac,1,1,0,1
lad,Ladino,,"<a href=""https://www.ethnologue.com/language/lad"">Ethnologue</a>",10K to 1M,500000,lad,0,0,0,0
lae,Pattani,,"<a href=""https://www.ethnologue.com/language/lae"">Ethnologue</a>",10K to 1M,500000,lae,0,0,0,0
lag,Langi,,"<a href=""https://www.ethnologue.com/language/lag"">Ethnologue</a>",10K to 1M,500000,lag,0,0,0,0
lai,Lambya,,"<a href=""https://www.ethnologue.com/language/lai"">Ethnologue</a>",10K to 1M,500000,lai,0,0,0,0
laj,Lango,y,"<a href=""https://www.ethnologue.com/language/laj"">Ethnologue</a>",1M to 1B,500000000,laj,1,1,0,1
